# Time (s),Altitude (m),Vertical velocity (m/s),Drag coefficient (),Air density (g/cm³),Mach number (),Reference area (cm²)
1.7875,71.8494,82.947,0.4633,0.0012,0.2448,124.6898
1.79,72.0569,83.0639,0.4633,0.0012,0.2451,124.6898
1.7925,72.2647,83.1807,0.4633,0.0012,0.2455,124.6898
1.795,72.4728,83.2976,0.4634,0.0012,0.2458,124.6898
1.7975,72.6812,83.4144,0.4634,0.0012,0.2462,124.6898
1.8,72.8899,83.5312,0.4634,0.0012,0.2465,124.6898
1.8025,73.0988,83.648,0.4635,0.0012,0.2469,124.6898
1.805,73.3081,83.7647,0.4635,0.0012,0.2472,124.6898
1.8075,73.5177,83.8815,0.4635,0.0012,0.2476,124.6898
1.81,73.7275,83.9982,0.4636,0.0012,0.2479,124.6898
1.8125,73.9377,84.1149,0.4636,0.0012,0.2482,124.6898
1.815,74.1481,84.2316,0.4636,0.0012,0.2486,124.6898
1.8175,74.3588,84.3482,0.4637,0.0012,0.2489,124.6898
1.82,74.5698,84.4649,0.4637,0.0012,0.2493,124.6898
1.8225,74.7811,84.5815,0.4637,0.0012,0.2496,124.6898
1.825,74.9927,84.6981,0.4637,0.0012,0.25,124.6898
1.8275,75.2046,84.8147,0.4638,0.0012,0.2503,124.6898
1.83,75.4168,84.9312,0.4638,0.0012,0.2507,124.6898
1.8325,75.6293,85.0478,0.4638,0.0012,0.251,124.6898
1.835,75.8421,85.1643,0.4639,0.0012,0.2513,124.6898
1.8375,76.0551,85.2808,0.4639,0.0012,0.2517,124.6898
1.84,76.2685,85.3973,0.4639,0.0012,0.252,124.6898
1.8425,76.4821,85.5137,0.464,0.0012,0.2524,124.6898
1.845,76.696,85.6301,0.464,0.0012,0.2527,124.6898
1.8475,76.9102,85.7465,0.464,0.0012,0.2531,124.6898
1.85,77.1248,85.8629,0.4641,0.0012,0.2534,124.6898
1.8525,77.3396,85.9793,0.4641,0.0012,0.2538,124.6898
1.855,77.5547,86.0956,0.4641,0.0012,0.2541,124.6898
1.8575,77.77,86.2119,0.4642,0.0012,0.2544,124.6898
1.86,77.9857,86.3282,0.4642,0.0012,0.2548,124.6898
1.8625,78.2017,86.4445,0.4642,0.0012,0.2551,124.6898
1.865,78.4179,86.5607,0.4643,0.0012,0.2555,124.6898
1.8675,78.6345,86.677,0.4643,0.0012,0.2558,124.6898
1.87,78.8513,86.7932,0.4643,0.0012,0.2562,124.6898
1.8725,79.0684,86.9093,0.4644,0.0012,0.2565,124.6898
1.875,79.2859,87.0255,0.4644,0.0012,0.2568,124.6898
1.8775,79.5036,87.1416,0.4644,0.0012,0.2572,124.6898
1.88,79.7216,87.2577,0.4645,0.0012,0.2575,124.6898
1.8825,79.9399,87.3738,0.4645,0.0012,0.2579,124.6898
1.885,80.1584,87.4898,0.4645,0.0012,0.2582,124.6898
1.8875,80.3773,87.6059,0.4646,0.0012,0.2586,124.6898
1.89,80.5965,87.7219,0.4646,0.0012,0.2589,124.6898
1.8925,80.8159,87.8378,0.4646,0.0012,0.2592,124.6898
1.895,81.0357,87.9538,0.4647,0.0012,0.2596,124.6898
1.8975,81.2557,88.0697,0.4647,0.0012,0.2599,124.6898
1.9,81.476,88.1856,0.4647,0.0012,0.2603,124.6898
1.9025,81.6966,88.3015,0.4648,0.0012,0.2606,124.6898
1.905,81.9175,88.4173,0.4648,0.0012,0.2609,124.6898
1.9075,82.1387,88.5332,0.4648,0.0012,0.2613,124.6898
1.91,82.3602,88.649,0.4649,0.0012,0.2616,124.6898
1.9125,82.582,88.7647,0.4649,0.0012,0.262,124.6898
1.915,82.804,88.8805,0.4649,0.0012,0.2623,124.6898
1.9175,83.0264,88.9962,0.465,0.0012,0.2627,124.6898
1.92,83.249,89.1119,0.465,0.0012,0.263,124.6898
1.9225,83.4719,89.2276,0.4651,0.0012,0.2633,124.6898
1.925,83.6951,89.3432,0.4651,0.0012,0.2637,124.6898
1.9275,83.9186,89.4588,0.4651,0.0012,0.264,124.6898
1.93,84.1424,89.5744,0.4652,0.0012,0.2644,124.6898
1.9325,84.3665,89.69,0.4652,0.0012,0.2647,124.6898
1.935,84.5909,89.8055,0.4652,0.0012,0.2651,124.6898
1.9375,84.8155,89.9211,0.4653,0.0012,0.2654,124.6898
1.94,85.0405,90.0365,0.4653,0.0012,0.2657,124.6898
1.9425,85.2657,90.152,0.4653,0.0012,0.2661,124.6898
1.945,85.4912,90.2674,0.4654,0.0012,0.2664,124.6898
1.9475,85.717,90.3828,0.4654,0.0012,0.2668,124.6898
1.95,85.9431,90.4982,0.4654,0.0012,0.2671,124.6898
1.9525,86.1695,90.6136,0.4655,0.0012,0.2675,124.6898
1.955,86.3962,90.7289,0.4655,0.0012,0.2678,124.6898
1.9575,86.6232,90.8442,0.4655,0.0012,0.2681,124.6898
1.96,86.8504,90.9595,0.4656,0.0012,0.2685,124.6898
1.9625,87.078,91.0747,0.4656,0.0012,0.2688,124.6898
1.965,87.3058,91.1899,0.4656,0.0012,0.2692,124.6898
1.9675,87.5339,91.3051,0.4657,0.0012,0.2695,124.6898
1.97,87.7623,91.4203,0.4657,0.0012,0.2698,124.6898
1.9725,87.991,91.5354,0.4657,0.0012,0.2702,124.6898
1.975,88.22,91.6505,0.4658,0.0012,0.2705,124.6898
1.9775,88.4493,91.7656,0.4658,0.0012,0.2709,124.6898
1.98,88.6788,91.8806,0.4659,0.0012,0.2712,124.6898
1.9825,88.9087,91.9956,0.4659,0.0012,0.2715,124.6898
1.985,89.1388,92.1106,0.4659,0.0012,0.2719,124.6898
1.9875,89.3692,92.2256,0.466,0.0012,0.2722,124.6898
1.99,89.5999,92.3405,0.466,0.0012,0.2726,124.6898
1.9925,89.8309,92.4554,0.466,0.0012,0.2729,124.6898
1.995,90.0622,92.5703,0.4661,0.0012,0.2732,124.6898
1.9975,90.2938,92.6852,0.4661,0.0012,0.2736,124.6898
2,90.5257,92.8,0.4661,0.0012,0.2739,124.6898
2.0025,90.7578,92.9148,0.4662,0.0012,0.2743,124.6898
2.005,90.9902,93.0295,0.4662,0.0012,0.2746,124.6898
2.0075,91.2229,93.1443,0.4662,0.0012,0.2749,124.6898
2.01,91.4559,93.259,0.4663,0.0012,0.2753,124.6898
2.0125,91.6892,93.3737,0.4663,0.0012,0.2756,124.6898
2.015,91.9228,93.4883,0.4663,0.0012,0.276,124.6898
2.0175,92.1567,93.6029,0.4664,0.0012,0.2763,124.6898
2.02,92.3908,93.7175,0.4664,0.0012,0.2766,124.6898
2.0225,92.6253,93.8321,0.4665,0.0012,0.277,124.6898
2.025,92.86,93.9466,0.4665,0.0012,0.2773,124.6898
2.0275,93.095,94.0611,0.4665,0.0012,0.2777,124.6898
2.03,93.3303,94.1756,0.4666,0.0012,0.278,124.6898
2.0325,93.5659,94.2901,0.4666,0.0012,0.2783,124.6898
2.035,93.8017,94.4045,0.4666,0.0012,0.2787,124.6898
2.0375,94.0379,94.5189,0.4667,0.0012,0.279,124.6898
2.04,94.2743,94.6333,0.4667,0.0012,0.2794,124.6898
2.0425,94.5111,94.7476,0.4667,0.0012,0.2797,124.6898
2.045,94.7481,94.862,0.4668,0.0012,0.28,124.6898
2.0475,94.9854,94.9762,0.4668,0.0012,0.2804,124.6898
2.05,95.223,95.0905,0.4669,0.0012,0.2807,124.6898
2.0525,95.4608,95.2047,0.4669,0.0012,0.281,124.6898
2.055,95.699,95.319,0.4669,0.0012,0.2814,124.6898
2.0575,95.9374,95.4331,0.467,0.0012,0.2817,124.6898
2.06,96.1761,95.5473,0.467,0.0012,0.2821,124.6898
2.0625,96.4152,95.6614,0.467,0.0012,0.2824,124.6898
2.065,96.6545,95.7756,0.4671,0.0012,0.2827,124.6898
2.0675,96.894,95.8896,0.4671,0.0012,0.2831,124.6898
2.07,97.1339,96.0037,0.4671,0.0012,0.2834,124.6898
2.0725,97.3741,96.1177,0.4672,0.0012,0.2838,124.6898
2.075,97.6145,96.2318,0.4672,0.0012,0.2841,124.6898
2.0775,97.8552,96.3457,0.4673,0.0012,0.2844,124.6898
2.08,98.0962,96.4597,0.4673,0.0012,0.2848,124.6898
2.0825,98.3375,96.5736,0.4673,0.0012,0.2851,124.6898
2.085,98.5791,96.6876,0.4674,0.0012,0.2855,124.6898
2.0875,98.821,96.8014,0.4674,0.0012,0.2858,124.6898
2.09,99.0631,96.9153,0.4674,0.0012,0.2861,124.6898
2.0925,99.3055,97.0291,0.4675,0.0012,0.2865,124.6898
2.095,99.5482,97.143,0.4675,0.0012,0.2868,124.6898
2.0975,99.7912,97.2568,0.4676,0.0012,0.2872,124.6898
2.1,100.0345,97.3705,0.4676,0.0012,0.2875,124.6898
2.1025,100.2781,97.4843,0.4676,0.0012,0.2878,124.6898
2.105,100.5219,97.598,0.4677,0.0012,0.2882,124.6898
2.1075,100.7661,97.7117,0.4677,0.0012,0.2885,124.6898
2.11,101.0105,97.8254,0.4677,0.0012,0.2889,124.6898
2.1125,101.2552,97.9391,0.4678,0.0012,0.2892,124.6898
2.115,101.5002,98.0527,0.4678,0.0012,0.2895,124.6898
2.1175,101.7455,98.1663,0.4679,0.0012,0.2899,124.6898
2.12,101.991,98.2799,0.4679,0.0012,0.2902,124.6898
2.1225,102.2369,98.3935,0.4679,0.0012,0.2905,124.6898
2.125,102.483,98.507,0.468,0.0012,0.2909,124.6898
2.1275,102.7294,98.6206,0.468,0.0012,0.2912,124.6898
2.13,102.9761,98.7341,0.468,0.0012,0.2916,124.6898
2.1325,103.2231,98.8476,0.4681,0.0012,0.2919,124.6898
2.135,103.4703,98.9611,0.4681,0.0012,0.2922,124.6898
2.1375,103.7179,99.0745,0.4682,0.0012,0.2926,124.6898
2.14,103.9657,99.188,0.4682,0.0012,0.2929,124.6898
2.1425,104.2138,99.3014,0.4682,0.0012,0.2933,124.6898
2.145,104.4622,99.4148,0.4683,0.0012,0.2936,124.6898
2.1475,104.7109,99.5281,0.4683,0.0012,0.2939,124.6898
2.15,104.9599,99.6415,0.4683,0.0012,0.2943,124.6898
2.1525,105.2091,99.7548,0.4684,0.0012,0.2946,124.6898
2.155,105.4586,99.8682,0.4684,0.0012,0.2949,124.6898
2.1575,105.7084,99.9815,0.4685,0.0012,0.2953,124.6898
2.16,105.9585,100.0947,0.4685,0.0012,0.2956,124.6898
2.1625,106.2089,100.208,0.4685,0.0012,0.296,124.6898
2.165,106.4596,100.3212,0.4686,0.0012,0.2963,124.6898
2.1675,106.7105,100.4345,0.4686,0.0012,0.2966,124.6898
2.17,106.9618,100.5477,0.4687,0.0012,0.297,124.6898
2.1725,107.2133,100.6608,0.4687,0.0012,0.2973,124.6898
2.175,107.4651,100.774,0.4687,0.0012,0.2976,124.6898
2.1775,107.7171,100.8872,0.4688,0.0012,0.298,124.6898
2.18,107.9695,101.0003,0.4688,0.0012,0.2983,124.6898
2.1825,108.2221,101.1134,0.4688,0.0012,0.2986,124.6898
2.185,108.4751,101.2265,0.4689,0.0012,0.299,124.6898
2.1875,108.7283,101.3396,0.4689,0.0012,0.2993,124.6898
2.19,108.9818,101.4526,0.469,0.0012,0.2997,124.6898
2.1925,109.2355,101.5657,0.469,0.0012,0.3,124.6898
