# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Simulation time step (s)
1.4475,46.386,66.977,47.5015,0.0025
1.45,46.5536,67.0957,47.4982,0.0025
1.4525,46.7215,67.2145,47.495,0.0025
1.455,46.8897,67.3332,47.4917,0.0025
1.4575,47.0582,67.4519,47.4885,0.0025
1.46,47.2269,67.5707,47.4853,0.0025
1.4625,47.396,67.6894,47.482,0.0025
1.465,47.5654,67.8081,47.4788,0.0025
1.4675,47.7351,67.9268,47.4756,0.0025
1.47,47.905,68.0455,47.4725,0.0025
1.4725,48.0753,68.1641,47.4693,0.0025
1.475,48.2458,68.2828,47.4661,0.0025
1.4775,48.4167,68.4015,47.4629,0.0025
1.48,48.5878,68.5201,47.4597,0.0025
1.4825,48.7593,68.6388,47.4565,0.0025
1.485,48.931,68.7574,47.4534,0.0025
1.4875,49.1031,68.876,47.4502,0.0025
1.49,49.2754,68.9946,47.447,0.0025
1.4925,49.4481,69.1133,47.4438,0.0025
1.495,49.621,69.2319,47.4406,0.0025
1.4975,49.7942,69.3505,47.4374,0.0025
1.5,49.9677,69.4691,47.4342,0.0025
1.5025,50.1416,69.5876,47.4311,0.0025
1.505,50.3157,69.7062,47.4281,0.0025
1.5075,50.4901,69.8248,47.425,0.0025
1.51,50.6648,69.9433,47.4219,0.0025
1.5125,50.8398,70.0619,47.4188,0.0025
1.515,51.0151,70.1804,47.4157,0.0025
1.5175,51.1907,70.299,47.4125,0.0025
1.52,51.3666,70.4175,47.4093,0.0025
1.5225,51.5428,70.536,47.4061,0.0025
1.525,51.7193,70.6545,47.4029,0.0025
1.5275,51.8961,70.773,47.3996,0.0025
1.53,52.0732,70.8915,47.3964,0.0025
1.5325,52.2505,71.01,47.393,0.0025
1.535,52.4282,71.1285,47.3897,0.0025
1.5375,52.6062,71.247,47.3863,0.0025
1.54,52.7844,71.3654,47.3829,0.0025
1.5425,52.963,71.4839,47.3795,0.0025
1.545,53.1419,71.6023,47.376,0.0025
1.5475,53.321,71.7208,47.3725,0.0025
1.55,53.5005,71.8392,47.3689,0.0025
1.5525,53.6802,71.9576,47.3654,0.0025
1.555,53.8602,72.076,47.3618,0.0025
1.5575,54.0406,72.1944,47.3582,0.0025
1.56,54.2212,72.3128,47.3546,0.0025
1.5625,54.4021,72.4312,47.3509,0.0025
1.565,54.5834,72.5495,47.3472,0.0025
1.5675,54.7649,72.6679,47.3434,0.0025
1.57,54.9467,72.7863,47.3396,0.0025
1.5725,55.1288,72.9046,47.3357,0.0025
1.575,55.3112,73.0229,47.3318,0.0025
1.5775,55.4939,73.1413,47.3279,0.0025
1.58,55.6769,73.2596,47.3239,0.0025
1.5825,55.8602,73.3779,47.3199,0.0025
1.585,56.0438,73.4962,47.3158,0.0025
1.5875,56.2277,73.6145,47.3117,0.0025
1.59,56.4119,73.7327,47.3076,0.0025
1.5925,56.5964,73.851,47.3034,0.0025
1.595,56.7812,73.9693,47.2991,0.0025
1.5975,56.9662,74.0875,47.2948,0.0025
1.6,57.1516,74.2057,47.2904,0.0025
1.6025,57.3373,74.324,47.2861,0.0025
1.605,57.5232,74.4422,47.2816,0.0025
1.6075,57.7095,74.5604,47.2771,0.0025
1.61,57.896,74.6785,47.2726,0.0025
1.6125,58.0829,74.7967,47.268,0.0025
1.615,58.27,74.9149,47.2634,0.0025
1.6175,58.4574,75.033,47.2587,0.0025
1.62,58.6452,75.1512,47.254,0.0025
1.6225,58.8332,75.2693,47.2492,0.0025
1.625,59.0215,75.3874,47.2443,0.0025
1.6275,59.2101,75.5055,47.2395,0.0025
1.63,59.399,75.6236,47.2345,0.0025
1.6325,59.5882,75.7417,47.2296,0.0025
1.635,59.7778,75.8598,47.2245,0.0025
1.6375,59.9675,75.9778,47.2194,0.0025
1.64,60.1576,76.0959,47.2143,0.0025
1.6425,60.348,76.2139,47.2091,0.0025
1.645,60.5387,76.3319,47.2039,0.0025
1.6475,60.7297,76.4499,47.1986,0.0025
1.65,60.921,76.5679,47.1933,0.0025
1.6525,61.1125,76.6859,47.188,0.0025
1.655,61.3044,76.8038,47.1827,0.0025
1.6575,61.4965,76.9218,47.1773,0.0025
1.66,61.689,77.0397,47.1718,0.0025
1.6625,61.8817,77.1577,47.1663,0.0025
1.665,62.0748,77.2756,47.1608,0.0025
1.6675,62.2681,77.3935,47.1552,0.0025
1.67,62.4618,77.5113,47.1495,0.0025
1.6725,62.6557,77.6292,47.1438,0.0025
1.675,62.8499,77.7471,47.1381,0.0025
1.6775,63.0444,77.8649,47.1323,0.0025
1.68,63.2392,77.9827,47.1265,0.0025
1.6825,63.4343,78.1005,47.1206,0.0025
1.685,63.6297,78.2183,47.1147,0.0025
1.6875,63.8254,78.3361,47.1087,0.0025
1.69,64.0214,78.4539,47.1027,0.0025
1.6925,64.2177,78.5716,47.0966,0.0025
1.695,64.4143,78.6894,47.0905,0.0025
1.6975,64.6111,78.8071,47.0844,0.0025
1.7,64.8083,78.9248,47.0782,0.0025
1.7025,65.0058,79.0425,47.0718,0.0025
1.705,65.2035,79.1601,47.0654,0.0025
1.7075,65.4016,79.2778,47.059,0.0025
1.71,65.5999,79.3954,47.0525,0.0025
1.7125,65.7985,79.5131,47.046,0.0025
1.715,65.9975,79.6307,47.0394,0.0025
1.7175,66.1967,79.7482,47.0329,0.0025
1.72,66.3962,79.8658,47.0262,0.0025
1.7225,66.596,79.9834,47.0195,0.0025
1.725,66.7961,80.1009,47.0128,0.0025
1.7275,66.9965,80.2184,47.0061,0.0025
1.73,67.1972,80.336,46.9993,0.0025
1.7325,67.3982,80.4534,46.9925,0.0025
1.735,67.5995,80.5709,46.9856,0.0025
1.7375,67.8011,80.6884,46.9787,0.0025
1.74,68.0029,80.8058,46.9717,0.0025
1.7425,68.2051,80.9232,46.9648,0.0025
1.745,68.4075,81.0406,46.9578,0.0025
1.7475,68.6103,81.158,46.9507,0.0025
1.75,68.8133,81.2754,46.9436,0.0025
1.7525,69.0167,81.3927,46.9364,0.0025
1.755,69.2203,81.5101,46.9292,0.0025
1.7575,69.4242,81.6274,46.922,0.0025
1.76,69.6284,81.7447,46.9147,0.0025
1.7625,69.8329,81.862,46.9074,0.0025
1.765,70.0377,81.9792,46.9001,0.0025
1.7675,70.2428,82.0965,46.8927,0.0025
1.77,70.4482,82.2137,46.8853,0.0025
1.7725,70.6539,82.3309,46.8778,0.0025
1.775,70.8599,82.4481,46.8703,0.0025
1.7775,71.0661,82.5652,46.8627,0.0025
1.78,71.2727,82.6824,46.8551,0.0025
1.7825,71.4796,82.7995,46.8475,0.0025
1.785,71.6867,82.9166,46.8398,0.0025
1.7875,71.8941,83.0337,46.8321,0.0025
1.79,72.1019,83.1508,46.8244,0.0025
1.7925,72.3099,83.2678,46.8166,0.0025
1.795,72.5182,83.3849,46.8087,0.0025
1.7975,72.7268,83.5019,46.8008,0.0025
1.8,72.9357,83.6189,46.7929,0.0025
1.8025,73.1449,83.7358,46.785,0.0025
1.805,73.3544,83.8528,46.777,0.0025
1.8075,73.5642,83.9697,46.769,0.0025
1.81,73.7742,84.0866,46.7609,0.0025
1.8125,73.9846,84.2035,46.7528,0.0025
1.815,74.1953,84.3204,46.7446,0.0025
1.8175,74.4062,84.4372,46.7364,0.0025
1.82,74.6175,84.5541,46.7282,0.0025
1.8225,74.829,84.6709,46.7199,0.0025
1.825,75.0408,84.7877,46.7115,0.0025
1.8275,75.2529,84.9044,46.7031,0.0025
1.83,75.4653,85.0212,46.6946,0.0025
1.8325,75.678,85.1379,46.6861,0.0025
1.835,75.891,85.2546,46.6775,0.0025
1.8375,76.1043,85.3713,46.6689,0.0025
1.84,76.3179,85.488,46.6602,0.0025
1.8425,76.5317,85.6046,46.6515,0.0025
1.845,76.7459,85.7212,46.6427,0.0025
1.8475,76.9603,85.8378,46.6339,0.0025
1.85,77.1751,85.9544,46.625,0.0025
1.8525,77.3901,86.0709,46.6158,0.0025
1.855,77.6054,86.1875,46.6065,0.0025
1.8575,77.8211,86.304,46.5972,0.0025
1.86,78.037,86.4205,46.5878,0.0025
1.8625,78.2532,86.5369,46.5783,0.0025
1.865,78.4696,86.6534,46.5688,0.0025
1.8675,78.6864,86.7698,46.5592,0.0025
1.87,78.9035,86.8861,46.5496,0.0025
1.8725,79.1209,87.0025,46.5399,0.0025
1.875,79.3385,87.1188,46.5301,0.0025
1.8775,79.5565,87.2352,46.5202,0.0025
1.88,79.7747,87.3515,46.5103,0.0025
1.8825,79.9932,87.4677,46.5003,0.0025
1.885,80.212,87.584,46.4903,0.0025
1.8875,80.4311,87.7002,46.4801,0.0025
1.89,80.6505,87.8164,46.47,0.0025
1.8925,80.8702,87.9325,46.4597,0.0025
1.895,81.0902,88.0487,46.4494,0.0025
1.8975,81.3105,88.1648,46.439,0.0025
1.9,81.531,88.2808,46.4286,0.0025
1.9025,81.7519,88.3969,46.4183,0.0025
1.905,81.973,88.5129,46.408,0.0025
1.9075,82.1944,88.6289,46.3977,0.0025
1.91,82.4161,88.7449,46.3873,0.0025
1.9125,82.6381,88.8609,46.3768,0.0025
1.915,82.8604,88.9768,46.3663,0.0025
1.9175,83.083,89.0927,46.3557,0.0025
1.92,83.3059,89.2086,46.3451,0.0025
1.9225,83.5291,89.3244,46.3344,0.0025
1.925,83.7525,89.4403,46.3236,0.0025
1.9275,83.9763,89.5561,46.3129,0.0025
1.93,84.2003,89.6718,46.302,0.0025
1.9325,84.4246,89.7876,46.2912,0.0025
1.935,84.6492,89.9033,46.2803,0.0025
1.9375,84.8741,90.019,46.2693,0.0025
1.94,85.0993,90.1346,46.2583,0.0025
1.9425,85.3248,90.2503,46.2472,0.0025
1.945,85.5506,90.3659,46.2361,0.0025
1.9475,85.7767,90.4814,46.225,0.0025
1.95,86.003,90.597,46.2138,0.0025
1.9525,86.2296,90.7125,46.2029,0.0025
1.955,86.4566,90.828,46.192,0.0025
1.9575,86.6838,90.9435,46.181,0.0025
1.96,86.9113,91.0589,46.17,0.0025
1.9625,87.1391,91.1743,46.159,0.0025
1.965,87.3672,91.2897,46.1479,0.0025
1.9675,87.5955,91.4051,46.1368,0.0025
1.97,87.8242,91.5204,46.1258,0.0025
1.9725,88.0531,91.6357,46.1146,0.0025
1.975,88.2824,91.751,46.1035,0.0025
1.9775,88.5119,91.8662,46.0924,0.0025
1.98,88.7417,91.9814,46.0813,0.0025
1.9825,88.9718,92.0966,46.0701,0.0025
1.985,89.2022,92.2118,46.0589,0.0025
1.9875,89.4328,92.3269,46.0478,0.0025
1.99,89.6638,92.442,46.0366,0.0025
1.9925,89.8951,92.5571,46.0254,0.0025
1.995,90.1266,92.6721,46.0143,0.0025
1.9975,90.3584,92.7872,46.0031,0.0025
2,90.5905,92.9022,45.9919,0.0025
2.0025,90.8229,93.0171,45.9805,0.0025
2.005,91.0556,93.1321,45.9691,0.0025
2.0075,91.2886,93.247,45.9578,0.0025
2.01,91.5218,93.3618,45.9464,0.0025
2.0125,91.7554,93.4767,45.935,0.0025
2.015,91.9892,93.5915,45.9237,0.0025
2.0175,92.2234,93.7063,45.9124,0.0025
2.02,92.4578,93.8211,45.9011,0.0025
2.0225,92.6925,93.9358,45.8898,0.0025
2.025,92.9274,94.0505,45.8786,0.0025
2.0275,93.1627,94.1652,45.8674,0.0025
2.03,93.3983,94.2799,45.8562,0.0025
2.0325,93.6341,94.3945,45.845,0.0025
2.035,93.8702,94.5091,45.8339,0.0025
2.0375,94.1067,94.6237,45.8229,0.0025
2.04,94.3434,94.7382,45.8118,0.0025
2.0425,94.5803,94.8527,45.8009,0.0025
2.045,94.8176,94.9672,45.7899,0.0025
2.0475,95.0552,95.0817,45.779,0.0025
2.05,95.293,95.1961,45.7682,0.0025
2.0525,95.5312,95.3105,45.7572,0.0025
2.055,95.7696,95.4249,45.7462,0.0025
2.0575,96.0083,95.5392,45.7353,0.0025
2.06,96.2473,95.6536,45.7245,0.0025
2.0625,96.4866,95.7679,45.7137,0.0025
2.065,96.7261,95.8821,45.703,0.0025
2.0675,96.966,95.9964,45.6923,0.0025
2.07,97.2061,96.1106,45.6817,0.0025
2.0725,97.4465,96.2248,45.6712,0.0025
2.075,97.6872,96.339,45.6608,0.0025
2.0775,97.9282,96.4531,45.6504,0.0025
2.08,98.1695,96.5672,45.6402,0.0025
2.0825,98.411,96.6813,45.63,0.0025
2.085,98.6529,96.7954,45.6199,0.0025
2.0875,98.895,96.9094,45.6098,0.0025
2.09,99.1374,97.0234,45.5999,0.0025
2.0925,99.3801,97.1374,45.59,0.0025
2.095,99.6231,97.2514,45.5803,0.0025
2.0975,99.8664,97.3653,45.5706,0.0025
2.1,100.11,97.4792,45.561,0.0025
2.1025,100.3538,97.5931,45.5518,0.0025
2.105,100.5979,97.707,45.5428,0.0025
2.1075,100.8423,97.8208,45.5338,0.0025
2.11,101.087,97.9346,45.5249,0.0025
2.1125,101.332,98.0484,45.5161,0.0025
2.115,101.5773,98.1622,45.5074,0.0025
2.1175,101.8228,98.276,45.4988,0.0025
2.12,102.0686,98.3897,45.4903,0.0025
2.1225,102.3148,98.5034,45.4819,0.0025
2.125,102.5612,98.6171,45.4736,0.0025
2.1275,102.8078,98.7308,45.4654,0.0025
2.13,103.0548,98.8444,45.4573,0.0025
2.1325,103.3021,98.9581,45.4492,0.0025
2.135,103.5496,99.0717,45.4413,0.0025
2.1375,103.7974,99.1853,45.4334,0.0025
2.14,104.0455,99.2989,45.4257,0.0025
2.1425,104.2939,99.4124,45.418,0.0025
2.145,104.5426,99.526,45.4105,0.0025
2.1475,104.7916,99.6395,45.403,0.0025
2.15,105.0408,99.753,45.3956,0.0025
2.1525,105.2903,99.8664,45.3883,0.0025
2.155,105.5401,99.9799,45.381,0.0025
2.1575,105.7902,100.0934,45.3738,0.0025
2.16,106.0406,100.2068,45.3668,0.0025
2.1625,106.2913,100.3202,45.3597,0.0025
2.165,106.5422,100.4336,45.3528,0.0025
2.1675,106.7934,100.547,45.346,0.0025
2.17,107.0449,100.6603,45.3392,0.0025
2.1725,107.2967,100.7736,45.3325,0.0025
2.175,107.5488,100.887,45.3258,0.0025
2.1775,107.8012,101.0003,45.3192,0.0025
2.18,108.0538,101.1136,45.3127,0.0025
2.1825,108.3067,101.2268,45.3062,0.0025
2.185,108.5599,101.3401,45.2998,0.0025
2.1875,108.8134,101.4533,45.2935,0.0025
2.19,109.0672,101.5666,45.2872,0.0025
2.1925,109.3213,101.6798,45.2809,0.0025
2.195,109.5756,101.793,45.2747,0.0025
2.1975,109.8302,101.9061,45.2686,0.0025
2.2,110.0851,102.0193,45.2625,0.0025
2.2025,110.3403,102.1325,45.2567,0.0025
2.205,110.5958,102.2456,45.251,0.0025
2.2075,110.8515,102.3587,45.2453,0.0025
2.21,111.1076,102.4718,45.2397,0.0025
2.2125,111.3639,102.5849,45.234,0.0025
2.215,111.6205,102.698,45.2284,0.0025
2.2175,111.8774,102.8111,45.2228,0.0025
2.22,112.1346,102.9241,45.2172,0.0025
2.2225,112.392,103.0371,45.2116,0.0025
2.225,112.6497,103.1502,45.206,0.0025
2.2275,112.9078,103.2632,45.2004,0.0025
2.23,113.1661,103.3762,45.1948,0.0025
2.2325,113.4246,103.4891,45.1893,0.0025
2.235,113.6835,103.6021,45.1837,0.0025
2.2375,113.9427,103.7151,45.178,0.0025
2.24,114.2021,103.828,45.1724,0.0025
2.2425,114.4618,103.9409,45.1668,0.0025
2.245,114.7218,104.0538,45.1611,0.0025
2.2475,114.9821,104.1667,45.1554,0.0025
2.25,115.2426,104.2796,45.1497,0.0025
2.2525,115.5035,104.3925,45.1431,0.0025
2.255,115.7646,104.5053,45.1365,0.0025
2.2575,116.026,104.6182,45.1298,0.0025
2.26,116.2877,104.731,45.1232,0.0025
2.2625,116.5496,104.8438,45.1165,0.0025
2.265,116.8119,104.9566,45.1098,0.0025
2.2675,117.0744,105.0693,45.1031,0.0025
2.27,117.3372,105.1821,45.0963,0.0025
2.2725,117.6003,105.2948,45.0895,0.0025
2.275,117.8637,105.4075,45.0827,0.0025
2.2775,118.1274,105.5202,45.0759,0.0025
2.28,118.3913,105.6329,45.069,0.0025
2.2825,118.6555,105.7456,45.0621,0.0025
2.285,118.92,105.8582,45.0552,0.0025
2.2875,119.1848,105.9708,45.0482,0.0025
2.29,119.4499,106.0835,45.0412,0.0025
2.2925,119.7152,106.196,45.0342,0.0025
2.295,119.9809,106.3086,45.0271,0.0025
2.2975,120.2468,106.4212,45.02,0.0025
2.3,120.513,106.5337,45.0128,0.0025
2.3025,120.7795,106.6462,45.0064,0.0025
2.305,121.0462,106.7588,44.9999,0.0025
2.3075,121.3133,106.8712,44.9934,0.0025
2.31,121.5806,106.9837,44.9868,0.0025
2.3125,121.8482,107.0962,44.9801,0.0025
2.315,122.1161,107.2086,44.9734,0.0025
2.3175,122.3842,107.3211,44.9666,0.0025
2.32,122.6527,107.4335,44.9598,0.0025
2.3225,122.9214,107.5458,44.9529,0.0025
2.325,123.1904,107.6582,44.9459,0.0025
2.3275,123.4597,107.7706,44.9389,0.0025
2.33,123.7292,107.8829,44.9318,0.0025
2.3325,123.9991,107.9952,44.9246,0.0025
2.335,124.2692,108.1075,44.9174,0.0025
2.3375,124.5396,108.2198,44.9101,0.0025
2.34,124.8103,108.3321,44.9028,0.0025
2.3425,125.0813,108.4443,44.8953,0.0025
2.345,125.3525,108.5566,44.8878,0.0025
2.3475,125.6241,108.6688,44.8802,0.0025
2.35,125.8959,108.781,44.8726,0.0025
2.3525,126.168,108.8931,44.8645,0.0025
2.355,126.4403,109.0053,44.8563,0.0025
2.3575,126.713,109.1174,44.8481,0.0025
2.36,126.9859,109.2295,44.8397,0.0025
2.3625,127.2591,109.3416,44.8314,0.0025
2.365,127.5326,109.4537,44.8229,0.0025
2.3675,127.8064,109.5657,44.8144,0.0025
2.37,128.0805,109.6778,44.8058,0.0025
2.3725,128.3548,109.7898,44.7971,0.0025
2.375,128.6294,109.9017,44.7884,0.0025
2.3775,128.9043,110.0137,44.7796,0.0025
2.38,129.1795,110.1256,44.7707,0.0025
2.3825,129.4549,110.2376,44.7618,0.0025
2.385,129.7307,110.3495,44.7528,0.0025
2.3875,130.0067,110.4613,44.7437,0.0025
2.39,130.283,110.5732,44.7345,0.0025
2.3925,130.5596,110.685,44.7253,0.0025
2.395,130.8364,110.7968,44.716,0.0025
2.3975,131.1135,110.9086,44.7067,0.0025
2.4,131.391,111.0203,44.6972,0.0025
2.4025,131.6686,111.1321,44.6878,0.0025
2.405,131.9466,111.2438,44.6783,0.0025
2.4075,132.2249,111.3555,44.6688,0.0025
2.41,132.5034,111.4671,44.6591,0.0025
2.4125,132.7822,111.5787,44.6494,0.0025
2.415,133.0613,111.6904,44.6397,0.0025
2.4175,133.3406,111.8019,44.6298,0.0025
2.42,133.6203,111.9135,44.6199,0.0025
2.4225,133.9002,112.025,44.6099,0.0025
2.425,134.1804,112.1366,44.5999,0.0025
2.4275,134.4609,112.248,44.5898,0.0025
2.43,134.7417,112.3595,44.5796,0.0025
2.4325,135.0227,112.4709,44.5693,0.0025
2.435,135.304,112.5824,44.559,0.0025
2.4375,135.5856,112.6937,44.5485,0.0025
2.44,135.8675,112.8051,44.5381,0.0025
2.4425,136.1496,112.9164,44.5275,0.0025
2.445,136.4321,113.0277,44.5169,0.0025
2.4475,136.7148,113.139,44.5062,0.0025
2.45,136.9978,113.2503,44.4954,0.0025
2.4525,137.281,113.3615,44.4842,0.0025
2.455,137.5646,113.4727,44.473,0.0025
2.4575,137.8484,113.5839,44.4617,0.0025
2.46,138.1325,113.695,44.4503,0.0025
2.4625,138.4169,113.8061,44.4388,0.0025
2.465,138.7015,113.9172,44.4273,0.0025
2.4675,138.9864,114.0282,44.4157,0.0025
2.47,139.2717,114.1393,44.404,0.0025
2.4725,139.5571,114.2503,44.3922,0.0025
2.475,139.8429,114.3612,44.3804,0.0025
2.4775,140.1289,114.4722,44.3685,0.0025
2.48,140.4153,114.5831,44.3565,0.0025
2.4825,140.7019,114.6939,44.3444,0.0025
2.485,140.9887,114.8048,44.3323,0.0025
2.4875,141.2759,114.9156,44.3201,0.0025
2.49,141.5633,115.0264,44.3079,0.0025
2.4925,141.851,115.1371,44.2956,0.0025
2.495,142.139,115.2479,44.2832,0.0025
2.4975,142.4273,115.3586,44.2707,0.0025
2.5,142.7158,115.4692,44.2582,0.0025
2.5025,143.0046,115.5799,44.2462,0.0025
2.505,143.2937,115.6905,44.2343,0.0025
2.5075,143.5831,115.801,44.2222,0.0025
2.51,143.8727,115.9116,44.2101,0.0025
2.5125,144.1626,116.0221,44.198,0.0025
2.515,144.4528,116.1326,44.1858,0.0025
2.5175,144.7433,116.243,44.1735,0.0025
2.52,145.034,116.3534,44.1612,0.0025
2.5225,145.325,116.4638,44.1488,0.0025
2.525,145.6163,116.5742,44.1364,0.0025
2.5275,145.9079,116.6845,44.124,0.0025
2.53,146.1998,116.7948,44.1114,0.0025
2.5325,146.4919,116.905,44.0989,0.0025
2.535,146.7843,117.0153,44.0863,0.0025
2.5375,147.077,117.1255,44.0736,0.0025
2.54,147.3699,117.2356,44.0609,0.0025
2.5425,147.6631,117.3458,44.0482,0.0025
2.545,147.9566,117.4559,44.0354,0.0025
2.5475,148.2504,117.566,44.0226,0.0025
2.55,148.5445,117.676,44.0098,0.0025
2.5525,148.8388,117.786,43.9964,0.0025
2.555,149.1334,117.896,43.9831,0.0025
2.5575,149.4283,118.0059,43.9697,0.0025
2.56,149.7234,118.1158,43.9563,0.0025
2.5625,150.0189,118.2257,43.9428,0.0025
2.565,150.3146,118.3355,43.9293,0.0025
2.5675,150.6105,118.4454,43.9158,0.0025
2.57,150.9068,118.5551,43.9023,0.0025
2.5725,151.2033,118.6649,43.8887,0.0025
2.575,151.5001,118.7746,43.8751,0.0025
2.5775,151.7972,118.8842,43.8615,0.0025
2.58,152.0945,118.9939,43.8479,0.0025
2.5825,152.3922,119.1035,43.8343,0.0025
2.585,152.6901,119.213,43.8206,0.0025
2.5875,152.9882,119.3226,43.807,0.0025
2.59,153.2867,119.4321,43.7933,0.0025
2.5925,153.5854,119.5416,43.7797,0.0025
2.595,153.8844,119.651,43.766,0.0025
2.5975,154.1836,119.7604,43.7524,0.0025
2.6,154.4832,119.8697,43.7387,0.0025
2.6025,154.783,119.9791,43.725,0.0025
2.605,155.0831,120.0884,43.7113,0.0025
2.6075,155.3834,120.1976,43.6976,0.0025
2.61,155.6841,120.3069,43.6839,0.0025
2.6125,155.985,120.4161,43.6703,0.0025
2.615,156.2861,120.5252,43.6567,0.0025
2.6175,156.5876,120.6343,43.6431,0.0025
2.62,156.8893,120.7434,43.6296,0.0025
2.6225,157.1913,120.8525,43.6161,0.0025
2.625,157.4936,120.9615,43.6026,0.0025
2.6275,157.7961,121.0705,43.5892,0.0025
2.63,158.0989,121.1795,43.5759,0.0025
2.6325,158.402,121.2884,43.5626,0.0025
2.635,158.7054,121.3973,43.5494,0.0025
2.6375,159.009,121.5061,43.5363,0.0025
2.64,159.3129,121.6149,43.5232,0.0025
2.6425,159.6171,121.7237,43.5102,0.0025
2.645,159.9215,121.8325,43.4973,0.0025
2.6475,160.2262,121.9412,43.4844,0.0025
2.65,160.5312,122.0499,43.4716,0.0025
2.6525,160.8365,122.1586,43.459,0.0025
2.655,161.142,122.2672,43.4464,0.0025
2.6575,161.4478,122.3758,43.434,0.0025
2.66,161.7539,122.4844,43.4216,0.0025
2.6625,162.0602,122.5929,43.4093,0.0025
2.665,162.3669,122.7014,43.3971,0.0025
2.6675,162.6738,122.8099,43.3851,0.0025
2.67,162.9809,122.9184,43.3731,0.0025
2.6725,163.2883,123.0268,43.3612,0.0025
2.675,163.596,123.1352,43.3494,0.0025
2.6775,163.904,123.2435,43.3378,0.0025
2.68,164.2123,123.3519,43.3262,0.0025
2.6825,164.5208,123.4602,43.3148,0.0025
2.685,164.8296,123.5684,43.3034,0.0025
2.6875,165.1386,123.6767,43.2922,0.0025
2.69,165.4479,123.7849,43.2811,0.0025
2.6925,165.7575,123.8931,43.27,0.0025
2.695,166.0674,124.0012,43.2592,0.0025
2.6975,166.3776,124.1094,43.2484,0.0025
2.7,166.688,124.2175,43.2377,0.0025
2.7025,166.9986,124.3256,43.2281,0.0025
2.705,167.3096,124.4336,43.2186,0.0025
2.7075,167.6208,124.5417,43.2092,0.0025
2.71,167.9323,124.6497,43.1999,0.0025
2.7125,168.2441,124.7577,43.1907,0.0025
2.715,168.5561,124.8656,43.1816,0.0025
2.7175,168.8684,124.9736,43.1726,0.0025
2.72,169.181,125.0815,43.1637,0.0025
2.7225,169.4938,125.1894,43.1548,0.0025
2.725,169.8069,125.2973,43.1461,0.0025
2.7275,170.1203,125.4051,43.1374,0.0025
2.73,170.4339,125.5129,43.1288,0.0025
2.7325,170.7478,125.6208,43.1202,0.0025
2.735,171.062,125.7285,43.1118,0.0025
2.7375,171.3765,125.8363,43.1033,0.0025
2.74,171.6912,125.9441,43.095,0.0025
2.7425,172.0062,126.0518,43.0867,0.0025
2.745,172.3215,126.1595,43.0784,0.0025
2.7475,172.637,126.2672,43.0702,0.0025
2.75,172.9528,126.3748,43.0621,0.0025
2.7525,173.2689,126.4825,43.0532,0.0025
2.755,173.5852,126.5901,43.0443,0.0025
2.7575,173.9018,126.6977,43.0355,0.0025
2.76,174.2187,126.8053,43.0267,0.0025
2.7625,174.5359,126.9128,43.0179,0.0025
2.765,174.8533,127.0204,43.0092,0.0025
2.7675,175.171,127.1279,43.0005,0.0025
2.77,175.4889,127.2354,42.9918,0.0025
2.7725,175.8071,127.3428,42.9832,0.0025
2.775,176.1256,127.4503,42.9746,0.0025
2.7775,176.4444,127.5577,42.9659,0.0025
2.78,176.7634,127.6651,42.9573,0.0025
2.7825,177.0827,127.7725,42.9487,0.0025
2.785,177.4023,127.8799,42.9401,0.0025
2.7875,177.7221,127.9872,42.9315,0.0025
2.79,178.0422,128.0945,42.9229,0.0025
2.7925,178.3626,128.2018,42.9143,0.0025
2.795,178.6832,128.3091,42.9057,0.0025
2.7975,179.0041,128.4164,42.8971,0.0025
2.8,179.3253,128.5236,42.8885,0.0025
2.8025,179.6467,128.6308,42.8802,0.0025
2.805,179.9685,128.738,42.8719,0.0025
2.8075,180.2904,128.8452,42.8635,0.0025
2.81,180.6127,128.9523,42.8552,0.0025
2.8125,180.9352,129.0594,42.8468,0.0025
2.815,181.258,129.1665,42.8384,0.0025
2.8175,181.581,129.2736,42.8299,0.0025
2.82,181.9043,129.3807,42.8214,0.0025
2.8225,182.2279,129.4877,42.8128,0.0025
2.825,182.5518,129.5948,42.8043,0.0025
2.8275,182.8759,129.7017,42.7956,0.0025
2.83,183.2003,129.8087,42.7869,0.0025
2.8325,183.5249,129.9157,42.7782,0.0025
2.835,183.8499,130.0226,42.7694,0.0025
2.8375,184.1751,130.1295,42.7606,0.0025
2.84,184.5005,130.2364,42.7517,0.0025
2.8425,184.8262,130.3433,42.7427,0.0025
2.845,185.1522,130.4501,42.7337,0.0025
2.8475,185.4785,130.557,42.7246,0.0025
2.85,185.805,130.6638,42.7154,0.0025
2.8525,186.1318,130.7705,42.7057,0.0025
2.855,186.4589,130.8773,42.6959,0.0025
2.8575,186.7862,130.984,42.686,0.0025
2.86,187.1138,131.0907,42.6761,0.0025
2.8625,187.4417,131.1974,42.6661,0.0025
2.865,187.7698,131.304,42.6561,0.0025
2.8675,188.0982,131.4107,42.6459,0.0025
2.87,188.4268,131.5173,42.6357,0.0025
2.8725,188.7558,131.6239,42.6255,0.0025
2.875,189.085,131.7304,42.6151,0.0025
2.8775,189.4144,131.8369,42.6047,0.0025
2.88,189.7441,131.9434,42.5942,0.0025
2.8825,190.0741,132.0499,42.5836,0.0025
2.885,190.4044,132.1563,42.5729,0.0025
